When I'm working on a research problem I generally begin by filling dozens of sheets of scratch paper with partial calculations. When I eventually get to a point where I can think about the problem while swimming, then I'm often ready to solve it.	Don Knuth	Research
Think of a &quot;discovery &quot; as an act that moves the arrival of information from a later point in time to an earlier time. The value does not equal the value of the information discovered but rather the value of having the information available earlier than it otherwise would have been. A scientist or a mathematician may show great skill by being the first to find a solution that has eluded many others; yet if the problem would soon have been solved anyway, then the work probably has not much benefited the world. There are cases in which having a solution even slightly sooner is immensely valuable, but this is most plausible when the solution is immediately put to use, either being deployed for some practical end or serving as a foundation to further theoretical work.	Nick Bostrom	Research
The secret to doing good research is always to be a little underemployed. You waste years by not being able to waste hours.	Amos Tversky	Research
The penalty for not doing philosophy isn't to transcend it, but simply to give bad philosophical arguments a free pass.	David Pearce	Philosophy
The world needs good philosophers, if for no other reason than to refute bad philosophers! (This is similar to why the world needs lawyers, politicians, and soldiers.)	Scott Aaronson	Philosophy
When enlightened men go on arguing for a long time, there is a distinct possibility that the question is not clear.	Voltaire	Philosophy
Human reason is besieged by questions it cannot ignore - for they are presented by the nature of reason itself - but which it cannot answer, for they surpass every faculty of human reason.	Immanuel Kant	Philosophy
What you can imagine depends on what you know. Philosophers  who know only philosophy consign themselves to a janitorial role in the great enterprises of exploration that are illuminating the mysteries of our lives.	Daniel Dennett, but 	Philosophy
Doing philosophy is salutary, even when no positive results emerge (when I remain perplexed). It has the effect of making &quot;the colors brighten': reality appears more clearly as such.	Kurt Gödel	Philosophy
If we take in our hand any volume; of divinity or school metaphysics, for instance; let us ask, Does it contain any abstract reasoning concerning quantity or number? No. Does it contain any experimental reasoning concerning matter of fact and existence? No. Commit it then to the flames: for it can contain nothing but sophistry and illusion.	David Hume	Philosophy
Philosopher's Syndrome: mistaking a failure of the imagination for an insight into necessity.	Daniel Dennett	Philosophy
qIt is philosopher&#;s arrogance to suppose mere reflection the source of all intellectual virtue.	Ernest Sosa	Philosophy
The most ordinary things are to philosophy a source of insoluble puzzles. With infinite ingenuity it constructs a concept of space or time and then finds it absolutely impossible that there be objects in this space or that processes occur during this time... the source of this kind of logic lies in excessive confidence in the so-called laws of thought.	Ludwig Boltzmann	Philosophy
The best lesson I’ve gotten from wading through Aristotle’s tiresome, vastly overstated bullshit is that reactionary crank scholars are 100% correct when they posture as True Heirs to The Western Philosophical Tradition.	R. Smith<br>	Philosophy
Opposing one species of superstition to another, set them a-quarrelling; while we ourselves, during their fury and contention, happily make our escape into the calm, though obscure, regions of philosophy.	David Hume	Philosophy
Philosophy has a way of being at home with itself that consists in not being at home with itself.	Jacques Derrida	Philosophy
The point of philosophy is to start with something so simple as not to seem worth stating, and to end with something so paradoxical that no one will believe it.	Bertrand Russell	Philosophy
Philosophy: the systematic abuse of a terminology specially invented for that purpose.	Arthur Koestler	Philosophy
The [scholastic] logic now in use serves to fix and stabilise the errors of received notions, rather than to help search for truth. <br>- Francis Bacon		Philosophy
To mock philosophy is to be a true philosopher.	Blaise Pascal	Philosophy
You know what I think about Mach’s little horse [his dogmatic scepticism about unobservables]. It cannot give birth to anything living. It can only exterminate harmful vermin.	Einstein	Philosophy
Questioning presuppositions will not be effective unless one can show that there exist genuine alternatives. This takes time.	after Richard Rorty	Philosophy
Impartial, adj.: Unable to perceive any promise of personal advantage from espousing either side of a controversy or adopting either of two conflicting opinions.	Ambrose Bierce	Philosophy
I am too good for philosophy and not good enough for physics. Mathematics is in between.	George Polya	Philosophy
here is one hand.	William Rowe	Philosophy
A bad philosopher is like a slum landlord. It is my job to put him out of business!	Wittgenstein	Philosophy
Quidquid latine dictum sit, altum videtur. 		Humility
What I cannot create, I do not understand.	Richard Feynman	Humility
The louder he talked of his honor, the faster we counted our spoons.	RW Emerson	Humility
To ask is but a moment’s shame; not to ask is a lifetime’s shame.	Proverbial	Humility
We would often blush at our noblest deeds, if the world could see our underlying motive.	La Rochefoucauld	Humility
A man who gives a good account of himself is probably lying, since any life when viewed from the inside is simply a series of defeats.	George Orwell	Humility
What are you, in love with your problems?	David Byrne	Humility
Adventure is just bad planning.	Roald Amundsen	Humility
Remember! Most strings are incompressible, most reals uncomputable, most theorems unprovable, most programs undecidable.	Gwern	Humility
If everyone were to live for others all the time, life would be like a procession of ants following each other around in a circle.	John McCarthy	Humility
We think of ourselves as so fucking original, but we're like ants. Just a strand of fucking ants.	Hunter Thompson	Humility
Man is a noble animal; splendid in ashes and pompous in the grave.	Thomas Browne	Humility
It isn't that the aesthete is too serious about the artistic: he isn't serious enough about what gives rise to it.	Clive James	Humility
leaders are visionaries with a poorly developed sense of fear and no concept of the odds against them	Robert Jarvik; this but unironically.	Humility
Expecting someone to retain everything they've ever read is like expecting them to retain everything they've ever eaten.	Arthur Schopenhauer	Humility
Economics: It is prohibitively hard to change people. It always depends. Things fall apart, but sometimes into place too. People aren't stupid. Most things fail. Sometimes there is no right answer. You are the system. 		Humility
A serious and good philosophical work could be written consisting entirely of jokes	Wittgenstein	Humility
A fatuous, self-conscious English film can teach one nothing. I have often learned a lesson from a silly American film.	Wittgenstein	Humility
over time amateurs blow their lead by focusing less and relying on easier, more direct methods. They rely more on informal conversation as analysis method, they prefer personal connections over open competitions in choosing people, and they rely more on a perceived consensus among a smaller group of fellow enthusiasts. As a result, their contributions just don’t appeal as widely or as long.	Robin Hanson	Humility
A principal rule for... those who want to describe their own sensations, is not to believe that their doing so indicates they possess a special disposition of nature in this respect. Others can perhaps do it just as well as you can. Only they do not make a business of it, because it seems to them silly to publicize such things.	Georg Lichtenberg	Humility
Optimists and pessimists differ only on the date of the end of the world.	Stanisław Jerzy Lec	Humility
Youth:&quot;Is it better to marry or not to marry?'<br>Socrates:&quot;Whichever you do, you'll regret it.&quot; 		Existence
I cannot forbear having a curiosity to be acquainted with the principles of moral good and evil, the nature and foundation of government, and the cause of those several passions and inclinations, which actuate and govern me ... These sentiments spring up naturally in my present disposition; and should I endeavour to banish them, by attaching myself to any other business or diversion, I feel I should be a loser in point of pleasure; and this is the origin of my philosophy.	Hume	Existence
The best selfish life would be dominated by delusional beliefs and base pleasures, but this can't be generalised.	Robert Wiblin	Existence
To make something interesting, just look at it a long time.	Gustave Flaubert	Existence
A danger sign... is the tendency to regard the happiest moments of your life as those that occur when someone who has an appointment to see you is prevented from coming.	Peter Medawar	Existence
Happiness is having a large, loving, close-knit family in another city.	George Burns	Existence
...every pleasure is a good thing: its nature is favorable to us; yet not every pleasure is to be chosen — just as all pains are bad, yet not every pain is always to be shunned. 	Epicurus	Existence
An oversharpened blade will soon blunt... Withdraw when the work is done. 	Laozi	Existence
Free vinegar is sweeter than honey. 	Proverbial	Existence
Without some vulgarity, there is no complete man. 	Raymond Chandler	Existence
Self-pity lasted seconds in the open; then the bird of prey fell on it... dispatched by his conscience, the angry voice of all the people in the world worse off than he was... 	Iain Banks	Existence
Economists are often accused of believing that everything - health, happiness, life itself - can be measured in money. What we actually believe is even odder.  We believe that everything can be measured in anything. 	David Friedman	Existence
What one wants is to be able to talk with a diverse club of smart people, arrange to do short one-off research projects and simulations, publish papers or capture intellectual property quickly and easily, and move on to another conversation. Quickly. Easily. For a living. Can't do that in industry. Can't do that in the Academy. Yet in my experience, scientists and engineers all want it. Maybe even a few mathematicians and social scientists do, too. 	Bill Tozier	Existence
I have not loved the world, nor the world me<br>But let us part fair foes; I do believe,<br>Though I have found them not, that there may be<br>Words which are things,—hopes which will not deceive,<br>And virtues which are merciful, nor weave   Snares for the failing: I would also deem<br>O’er others’ griefs that some sincerely grieve;<br>That two, or one, are almost what they seem,<br>That goodness is no name, and happiness no dream.	George Byron	Existence
[Beware] the death of the spirit which threatens every man unless he is conscious of the danger and has a real purpose which can keep it alive and enable it to thrust its way through the choking weeds and thorns to the air and to the sun	Hugh Trevor-Roper	Existence
O Laziness, have pity on our long misery! O Laziness, mother of the arts and noble virtues, be thou the balm of human anguish!	Paul Lafargue	Existence
Trying to get work done on an internet device is like dieting with beer and ice cream on your desk	Tim Harford	Existence
Mold your life so that the path of least resistance is the path of maximum productivity... Erect and enforce barriers to using technology to procrastinate.	Matt Might	Existence
Learning for its own sake is crucial and here's why: on a daily basis at work, you operate at &lt;50% of your intellectual peak. Did an amazing PhD in machine learning? Now you shuffle numbers - competently - at UltraCorp. Taught yourself computer science from a young age? Now you get to - competently - write basic apps for commerce. Invented Unix and C? Well, now you - competently - manage a team working on a small compiler. Every new thing you learn or invent translates into a minor increase in the average interest of your resulting jobs. And interest is what you want, right?	John Morrice	Existence
Work holds off three great evils: boredom, vice and want.	Voltaire	Existence
Worthy work carries with it the hope of pleasure in rest, the hope of the pleasure in our using what it makes, and the hope of pleasure in our daily creative skill. All other work but this is worthless; it is slaves &quot; work — mere toiling to live, that we may live to toil.	William Morris	Existence
It was true that I didn&#;t have much ambition, but there ought to be a place for people without ambition, I mean a better place than the one usually reserved. How in the hell could a man enjoy being awakened at 6:30 a.m. by an alarm clock, leap out of bed, dress, force-feed, shit, piss, brush teeth and hair, and fight traffic to get to a place where essentially you made lots of money for somebody else and were asked to be grateful for the opportunity to do so?	Bukowski	Existence
The work that is really a man's own work is play and not work at all. Cursed is the man who has found some other man's work and cannot lose it. When we talk about the great workers of the world we really mean the great players of the world. The fellows who groan and sweat under the weary load of toil that they bear never can hope to do anything great. How can they when their souls are in a ferment of revolt against the employment of their hands and brains?	Mark Twain	Existence
Down you lie or up you stand / Either way you'll earn a grand	C20th Polish proverb	Existence
The sons of Hermes love to play,And only do their best when theyAre told they oughtn't;Apollo's children never shrinkFrom boring jobs but have to thinkTheir work important.	Auden	Existence
When you go too far up, abstraction-wise, you run out of oxygen. Sometimes smart thinkers just don't know when to stop, and they create these absurd, all-encompassing, high-level pictures of the universe that are all good and fine, but don't actually mean anything at all.<br><br>...It's very hard to get them to write code or design programs, because they won't stop thinking about Architecture. They're astronauts because they are above the oxygen level, I don't know how they're breathing. They tend to work for really big companies that can afford to have lots of unproductive people with really advanced degrees that don't contribute to the bottom line.	Joel Spolsky	Existence
Happy is the man who can recognise in the work of to-day a connected portion of the work of life and an embodiment of the work of Eternity. The foundations of his confidence are unchangeable, for he has been made a partaker of Infinity. He strenuously works out his daily enterprises because the present is given him for a possession. Thus ought Man to be an impersonation of the divine process of nature, and to show forth the union of the infinite with the finite, not slighting his temporal existence, remembering that in it only is individual action possible; nor yet shutting out from his view that which is eternal, knowing that Time is a mystery which man cannot endure to contemplate until eternal Truth enlighten it.	James Clerk Maxwell	Existence
This is it. 		Existence
Consider: Magnitude? Probability? Tractability? 		Existence
Omnia vanitas. (All is vanity.)	Ecc 1:2 or	Existence
看破紅塵. (See through (the world's mere) red dust.) 		Existence
ἦθος, πάθος, λόγος.	Aristotle	Existence
I stand corrected. 		Existence
Proceed til apprehended.	Proverbial, but recently in the air a lot.	Existence
Strange but unestranged. 		Existence
m = pV / iD. 		Existence
Aude. Vide. Tace. (&quot;Dare. See. Hush.&quot;)	the Masons	Existence
Volo ut sis. (&quot;I want you to exist.&quot;) 	Martin Heidegger, probably. 	Existence
Candle or laser? Invented or Discovered? 		Existence
&#;x <em>PQIT</em>. T = (~&#;x ~[PQIT]). 		Existence
Just passing through. 		Existence
What is above us? Causality; Absurdity; the lives of others. 		Existence
I can't go on. I'll go on.	Beckett	Existence
Politics is the art of looking for trouble, finding it everywhere, diagnosing it incorrectly and applying the wrong remedies.	Groucho Marx	Politics
Politics is the gentle art of getting votes from the poor and campaign funds from the rich, by promising to protect each from the other.	Oscar Ameringer	Politics
Democracy is the recurrent suspicion that more than half of the people are right more than half of the time.	E.B. White	Politics
Democracy is the theory that the common man knows what he wants and deserves to get it good and hard.	HL Mencken	Politics
Don't you know, my son, with how little wisdom the world is governed? 	Axel Oxenstierna	Politics
The danger is not that a particular class is unfit to govern. Every class is unfit to govern.	John Emerich Acton	Politics
Acton was wrong: it is not power which corrupts, it's the other way round. Power is neutral: it can be exercised beneficently. But power is more often than not corrupted, abused, by the people who are attracted to it. Power is attained by those who already harbour the germ of corruption, but who keep that germ hidden, even from themselves, behind a mask... its wearers give themselves away with their abasement of language, [jargon].	Jonathan Meades	Politics
The man who wears the shoe knows best that it pinches and where it pinches, even if the expert shoemaker is the best judge of how the trouble is to be remedied.	John Dewey	Politics
It will be of little avail to the people that the laws are made by men of their own choice if the laws be so voluminous that they cannot be read, or so incoherent that they cannot be understood.	James Madison	Politics
The main penalty for refusing to participate in politics is that you are governed by your inferiors.	Plato	Politics
Society is produced by our wants, and government by wickedness; the former promotes our happiness positively by uniting our affections, the latter negatively by restraining our vices. 	Thomas Paine	Politics
People talk about “liberalism” as if it’s just another word for capitalism, or libertarianism, or vague center-left Clintonism. Liberalism is none of these things. Liberalism is a technology for preventing civil war. It was forged in the fires of Hell – the endless seventeenth century religious wars. For a hundred years, Europe tore itself apart in the most brutal ways – until finally, from the burning wreckage, we drew forth this amazing piece of alien machinery. A machine that, when tuned just right, let people live together peacefully without doing the “kill people for being Protestant” thing.Popular historical strategies for dealing with differences have included: brutally enforced conformity, brutally efficient genocide, and making sure to keep the alien machine tuned really really carefully. 	Scott Alexander	Politics
I do not hate in the plural. 	attrb. PG Wodehouse	Politics
Political causes want every spare minute and dollar. They want to choose your friends, words and thoughts. If given power, they seize state and nation for their purposes. Then they take those purposes further. One cannot simply give any political movement what it wants. That way lies ruin and madness. Yes, that means your cause, too. 	Zvi Mowshowitz	Politics
while mankind are imperfect, there should be different opinions; so is it that there should be different experiments of living... that the worth of different modes of life should be proved practically... Where, not the person's own character, but the traditions or customs of other people are the rule, there is wanting one of the principal ingredients of human happiness, and quite the chief ingredient of individual and social progress. 	Mill	Politics
The peace movement is a great force for peace. Some of the world's most quarrelsome people act out their aggressions through the peace movement. 	John McCarthy	Politics
When the people are being beaten with a stick, they will not be much happier if it is called &quot;the People's Stick.&quot; 	Mikhail Bakunin	Politics
The first rule of intelligent tinkering is to save all the parts. 	Paul Ehrlich	Politics
It took but a moment to take off that head, but a hundred years will not suffice to replicate it. 	Lagrange, of Lavoisier	Politics
To suppose, as we all suppose, that we could be rich and not behave as the rich behave, is like supposing that we could drink all day and keep absolutely sober. 	Logan Pearsall Smith	Politics
[Say] I have... a young white male student, politically-correct, who says: “I am only a bourgeois white male, I can’t speak.” ... I say to them: “Why not develop a certain degree of rage against the history that has written such an abject script for you that you are silenced?” ... if you make it your task not only to learn what is going on through language, but also at the same time through a historical critique of your position, then you will have earned the right to criticize, to be heard. When you take the position of not doing your homework - “I will not criticize because of my accident of birth, the historical accident” - that is the much more pernicious position.	Gayatri Spivak	Politics
Cast your whole vote, not a strip of paper merely, but your<br> whole influence. 	Thoreau	Politics
If you are the sort of man<br> whose stomach revolts against treating shams reverentially, you will be well advised to stay out of politics altogether and set up as a prophet; your prophecies may perhaps sow good seed for some future harvest. But as a politician you would be impotent.<br>  For at any given time the bulk of your countrymen believe firmly and devoutly, not only in various things that are worthy of belief, but also in illusions of one kind and another; and they will never submit to have their affairs managed for them by one who appears not to share in their credulity&#;	Frederick Scott Oliver	Politics
Progress, far from consisting in change, depends on retentiveness. 	George Santayana	Politics
Ethos, pathos and logos..	Aristotle	Politics
The goal of the future is full unemployment 	Arthur C Clarke	Politics
Evils which are patiently endured when they seem inevitable, become intolerable when once the idea of escape from them is suggested. 	Alexis de Tocqueville	Politics
Conservative (n.): One<br> who admires radicals centuries after they're dead. 	Leo Rosten	Politics
You'll soon find a stick if you set out to beat a dog. 	Proverb	Politics
Even hatred of squalor makes the brow stern. Even anger at injustice makes the voice harsh. <br>Alas we, wanting to lay the foundations of kindness <br>Could not ourselves be kind. 	Brecht	Politics
The word &quot;revolution &quot; is a word for which you kill, for which you die, for which you send the labouring masses to their death, but which does not possess any content. 	Simone Weil	Politics
nothing was ever yet done which someone was not the first to do... all good things which exist are the fruits of originality, let them be modest enough to believe that there is something still left for it to accomplish.	Mill	Politics
Anonymous asked: you have the most hilariously naive politics i've ever seen, it's milquetoast pacifist liberalism meets autistic rationalism. grow a fucking backbone you fuck.'<br>Unitofcaring: certain subbubbles of the Left have constructed this environment in which it is inherently pathetic, inherently contemptible, to say “mass murder is a really awful thing and if we can achieve our goals without it that’s worth striving for” or even “no matter what, I won’t endorse or participate in mass murder”. I can imagine how I’d be a Marxist. 30,000 kids die preventable deaths every day and that makes me angrier and sadder than you can possibly imagine and if I’d gotten ensnared in an ideology that claimed the only way for that to end was to kill all of the rich people, I’d probably also go around saying “kill all the rich people!” But I hope I’d never, ever equate “willingness to call for murder” with “moral strength” or “strength of character”.Valuing life is moral strength. Protecting people is strength of character. Calling for mass murder from your keyboard is cowardice. And the communities that deny those things, that circle the wagons around their conviction that willingness to kill people is equivalent to having a backbone, that claiming “the rich all deserve to die” is moral strength, that caring about human life is hilariously naive -- well, first of all, you’ll never get anything done. My friends and I will end those  deaths, eradicate malaria, fix global inequality, hunt down every source of human suffering and watch it take its last breath while you’ll sit there going “milquetoast pacifists! hilariously naive! the rich are not innocent!”. But second of all, you’ll spend your not-accomplishing-anything time in a bubble where caring about all human life is a weakness, where not wanting to murder people is disgusting and contemptible, and I know people are different psychologically but I can’t imagine anything worse than that....come join us, we milquetoast autistic rationalist liberals, because you don’t have to rant on the internet about killing people to earn our esteem, you just have to fix stuff. 		Politics
Praise the humanities, my boy. That'll make them think you're broadminded! 	Churchill	Art
mankind has various ways, some of them too technical to register as art, of adding to the store of beautiful created things... 	Clive James	Art
A machine is as distinctively and brilliantly and expressively human as a violin sonata or a theorem in Euclid.	Gregory Vlastos	Art
It is something to be able to paint a particular picture, or to carve a statue, and so to make a few objects beautiful; but it is far more glorious to carve and paint the very atmosphere and medium through which we look, which morally we can do. To affect the quality of the day, that is the highest of arts. 	Thoreau	Art
Art is the imposing of a pattern on experience, and our aesthetic enjoyment is recognition of the pattern. 	AN Whitehead	Art
The artist talks to himself out loud. 	Edmund Snow Carpenter	Art
Poetry is just the evidence of life. If your life is burning well, poetry is the ash. 	Leonard Cohen	Art
Once you're no longer in the day job, you don't know what's going on with people... Even if you're not a hermit, you're talking to people as an observer, and an observer can never know what a participant can know... I seemed to have less to say... If a writer disengages from people at large, his ability to describe the behaviour of people is going to suffer. 	John Darnielle	Art
To those who do not know mathematics, it is difficult to get across a real feeling as to the beauty, the deepest beauty, of nature... If you want... to appreciate nature, it is necessary to understand the language that she speaks in. 	Richard Feynman	Art
I begin to doubt beautiful words. How one longs sometimes to have done something in the world. 	Virginia Woolf	Art
Colleagues of mine will tell you that people despise critics because they fear our power. But I know better. People despise critics because people despise weakness, and criticism is the weakest thing you can do in writing. It is the written equivalent of air guitar — flurries of silent, sympathetic gestures with nothing at their heart but the memory of the music. It produces no knowledge, states no facts, and never stands alone. It neither saves the things we love (as we would wish them saved) nor ruins the things we hate.	Dave Hickey	Art
I see the object. I translate that into vision. I encode that into language, and append whatever speculations and special pleadings I deem appropriate. At this point, what I have written departs. It enters the historical past, perpetually absent from the present, and only represented there in type, while the visible artifact remains in the present moment — regardless of its antiquity, perpetually re-created...  The writing gets older with each passing moment while the artifact gets newer. They remain as fresh and devious as the first day I set my eyes upon them — while the words I wrote on that occasion, informed by that brightness, have yellowed into antiquity and seem to me now as weathered and grotesque as Dorian’s portrait tucked away in the attic. Thus, in the same sense that there is only historical writing, there is no historical art... the artifact itself, as we stand before it, is always newer and more extensive than any word ever written about it — newer and more extensive, even, than the visual codes incorporated into it, because whether we like it or not, we always confront works of art as part of that selfless, otherless, unwritable instant of ordinary experience.	Dave Hickey	Art
He rejected the bird’s nest of traditions, stories, and knowledge that cushioned most people, the cultural resting place woven from bits of religion, American history, English literature, Greek myth, Dutch painting, German music. He was starting fresh.	of Feynman	Art
...far more marvelous is the truth than any artists of the past imagined it. Why do the poets of the present not speak of it? What men are poets who can speak of Jupiter if he were a man, but if he is an immense spinning sphere of methane and ammonia must be silent? 	Richard Feynman	Art
Physics becomes in those years [ - ] the greatest collective work of... art of the twentieth century. 	Jacob Bronowski	Art
We don't always have to be this. There can be something else. We can stop doing the thing that we're doing. Moms Mabley had a great line in some movie or other -- she said,&quot;You keep on doing what you been doing and you're gonna keep on gettin &quot; what you been gettin.&quot; And we don't have to keep on doing what we've been doing. We can do something else if we don't like what we're gettin'. I think a lot of the purpose of fiction ought to be to tell people that.	Gene Wolfe	Art
In science one tries to tell people, in such a way as to be understood by everyone, something that no one ever knew before. But in poetry, it's the exact opposite. 	Paul Dirac	Art
When architects get prizes, the people suffer. 	John McCarthy	Art
An artist can be diminished by his virtues, [for instance] clarity. However much the reader welcomes clarity, some of the most memorable moments in poetry occur when it isn't exactly clear what the poet is talking about... Betjeman never [has such moments] because he always is sure, and that's the penalty of being lucid. 	Alan Bennett	Art
The thing I hate the most about advertising is that it attracts all the bright, creative and ambitious young people, leaving us mainly with the slow and self-obsessed to become our artists. Modern art is a disaster area. Never in the field of human history has so much been used by so many to say so little.	Banksy	Art
mythology is psychology misread as biography 	Joseph Campbell	Art
[Academic] literary criticism, I think, is not empiricism: it&#;s not trying to make predictions about what features stories will have or what characteristics will make readers like stories or whatever. It&#;s art. It&#;s a very unusual kind of art that takes other art as its raw material. It&#;s the task of the reader taken to its highest form. This kind is about making interpretations that are more interesting than most people&#;s, that make it more interesting than it previously was. Asking whether or not it&#;s &#;true&#; is like asking whether or not a painting is &#;true&#;. 	Ozy Frantz	Art
If opinion is always [purely] contingent, why should we subsidize professionals to produce it? 	Louis Menand	Art
A copy of the universe is not what is required of art; one of the damned things is ample. 	Rebecca West	Art
Music fueled me, although I was just dimly realizing that I was at core a verbal child. In the shower I wailed and whammed at imaginary keyboards, drums, later guitars, but most especially saxes, emulating my heroes with twenty-minute atonal ragas that soared to their stormiest climaxes when the hot water ended. 	Lester Bangs	Art
Wit is the sudden marriage of ideas which before their union were not perceived to have any relation. 	Mark Twain	Art
My guess is that well over eighty per cent of the human race goes through life without ever having a single original thought. That is to say, they never think anything that has not been thought before, and by thousands. A society made up of individuals who were all capable of original thought would probably be unendurable. The pressure of ideas would simply drive it frantic.	HL Mencken	Art
Ways of writing: Narrative, epic, satiric, devotional, comic, meditative, didactic, elegiac, epigrammatic, erotic, lyric-confessional. Most recent writing uses just the latter, and badly. 		Art
Literature is news that stays news. 	Ezra Pound	Art
Music, the knife without a hilt...	Dorothy Dunnett	Art
If at first you don't succeed, call it version 1.0 		Art
Everywhere I go I’m asked if I think the universities stifle writers. My opinion is that they don’t stifle enough of them.	Flannery O’Connor	Art
...the writer's life is a lonely life; you think it's just you; but as the years go by, if your stars are propitious, you discover you are at the center of a vast circle of invisible friends - friends you will never know but who love you and this is more than enough reward. <br>	Jorge Luis Borges	Art
It isn't that the aesthete is too serious about the artistic: he isn't serious enough about what gives rise to it.	Clive James	Art
Doctors bury their mistakes, architects cover them with vines, teachers send theirs into politics.	Frank Lloyd Wright	Education
Without education, we are in a horrible and deadly danger of taking educated people seriously. 	G.K. Chesterton	Education
A fool's brain digests philosophy into folly, science into superstition, and art into pedantry. Hence University education. 	George Bernard Shaw	Education
...from the time it learns to talk, every child makes a dreadful nuisance of itself by asking &quot;Why?'. To stop this nuisance, society has invented a marvellous system called &quot;education &quot; which brings to an end their desire to ask that question. The few failures of this system are known as scientists.	Hermann Bondi	Education
Book learning certainly increases knowledge, but it does not broaden one's insight if not accompanied by reason. 	Immanuel Kant	Education
When working on a PhD, you must focus on a topic so narrow that you can understand it completely. It will seem at first that you're working on the proverbial needle, a tiny fragment of the world, a minute crystal, beautiful but in the scheme of things, microscopic. Work with it. And the more you work with it, the more you penetrate it, the more you will come to see that your work, your subject, encompasses the world. In time, you will come to see the world in your grain of sand.	Manuel Blum	Education
Those who fail to learn from history are doomed to repeat it, but those who learn too much from history are doomed to make the exact opposite mistake and accuse anyone who urges restraint of &quot;failing to learn from history &quot; and &quot;dogmatism &quot;.	Scott Alexander	Education
You think you know when you can learn, are more sure when you can write, even more when you can teach, but certain when you can program. 	Alan Perlis	Education
...a curiosity of my type remains the most enjoyable of sins - Pardon! I ought to say:&quot;the love of truth has its reward in heaven and even on earth'. 		Nietzsche
The surest way to corrupt a youth is to instruct him to hold those who think alike in higher esteem than those who think differently. 		Nietzsche
Error has made man so deep, delicate, and inventive as to bring forth such blossoms as religion and art. Pure knowledge would never have been capable of it. 		Nietzsche
We must think of men who are cruel today as stages of earlier cultures, which have been left over ... They show us what we all were, and frighten us. But they themselves are as little responsible as a piece of granite for being granite. 		Nietzsche
An artist cannot endure reality; he turns away, back: his earnest opinion is that the worth of a thing consists in that nebulous residue of it which one derives from color, form, sound, and thought; he believes that the more subtle, at tenuated, and volatile, a thing or a man becomes, the more valuable he becomes: the less real, the greater the worth. This is Platonism... 		Nietzsche
Most men are much too concerned with themselves to be malicious. 		Nietzsche
'I did that &quot; says my memory.&quot;I cannot have done that &quot; says my pride, and remains adamant. At last &#; memory yields. 		Nietzsche
What we do in dreams we also do when we are awake: we invent and fabricate the person with whom we associate &#; and immediately forget we have done so. 		Nietzsche
Our vanity would have just that which we do best count as that which is hardest for us. The origin of many a morality. 		Nietzsche
With regard to what &quot;truthfulness &quot; is, perhaps nobody has ever been sufficiently truthful. 		Nietzsche
This immense framework of concepts which the needy man clings to his whole life, to preserve himself, is only a scaffold and toy to the most liberated intellect. And when he smashes this framework to pieces, throws it into confusion, and puts it back together in an ironic fashion, pairing the most alien things and separating the closest, he is demonstrating that he has no need of these indigent makeshifts, that he is guided not by concepts but by intuitions. There is no regular path which leads from these intutions into the land of ghostly schemata, the land of abstractions. There exists no word for these intuitions; when man sees them he grows dumb, or else he speaks only in forbidden metaphors and in unheard-of combinations of concepts. He does this so that, by shattering and mocking the old conceptual barriers, he may at least correspond creatively to the impression of present-day intuitions. 		Nietzsche
Has it come to this: do you just want an idea of God, world and reconciliation, what makes you most comfortable? Isn't the true researcher indifferent to the result of his research? Do we look for silence, peace and happiness from our research? No: only truth, and that will be a most daunting and hateful thing. 		Nietzsche
The philosopher believes that the value of his philosophy lies in the whole, in the building: posterity discovers it in the bricks with which he built and which are then often used again for better building. 		Nietzsche
What really fills one with indignation about suffering is not the suffering itself, but the pointlessness of suffering. 		Nietzsche
We often contradict an opinion for no other reason than that we do not like the tone in which it is expressed. 		Nietzsche
The mother of excess is not joy but joylessness. 		Nietzsche
Enemies of truth. Convictions are more dangerous enemies of truth than lies. 		Nietzsche
The first opinion that occurs to us when we are suddenly asked about a matter is usually not our own, but only the customary one, appropriate to our caste, position, or parentage; our own opinions seldom swim near the surface. 		Nietzsche
Generally we strive to acquire one emotional stance, one viewpoint for all life situations and events: we usually call that being of a philosophical frame of mind. But rather than making oneself uniform, we may find greater value for the enrichment of knowledge by listening to the soft voice of different life situations; each brings its own views with it. Thus we acknowledge and share the life and nature of many by not treating ourselves like rigid, invariable, single individuals. 		Nietzsche
Insects sting, not from malice, but because they want to live. It is the same with critics - they desire our blood, not our pain. 		Nietzsche
My soul is a hidden orchestra; I know not what instruments, what fiddlestrings and harps, drums and tamboura I sound and clash inside myself. All I hear is the symphony. 		Pessoa
Since we can't extract beauty from life, let's at least try to extract beauty from not being able to extract beauty from life. 		Pessoa
I often wonder what kind of person I would be if I had been protected from the cold wind of fate by the screen of wealth... to reach the tawdry heights of being a good assistant book-keeper in a job that is about as demanding as an afternoon nap and offers a salary that gives me just enough to live on.<br>I know that, had that non-existent past existed, I would not now be capable of writing these pages, which, though few, I would have undoubtedly have only day-dreamed about given more comfortable circumstances. For banality is a form of intelligence, and reality, especially if it is brutish and rough, forms a natural complement to the soul. Much of what I feel and think I owe to my work as a book-keeper since the former exists as a negation of and flight from the latter. 		Pessoa
Caesar gave the ultimate definition of ambition when he said: &#;Better to be the chief of a village than a subaltern in Rome!&quot; 		Pessoa
